PRODUCT_KEY;PRODUCT_ID;PRODUCT_NAME;CURRENT_CATALOG_NAME;NORMALIZED_DIRECTION;CATALOG_MATCH_STATUS;GOODS_PRESENT;SECTION_NAME;PARENT_SECTION;COST_PRICE;COEFFICIENT;OFFER_ROWS;OFFER_DEALS;OFFER_QTY_LADDER;ORDER_ROWS;ORDER_DEALS;TOTAL_ORDER_QTY;CURRENT_BASE_PRICE;ORDER_PRICE_P25;ORDER_PRICE_P50;ORDER_PRICE_P75;ORDER_QTY_P25;ORDER_QTY_P50;ORDER_QTY_P75;PRICE_RATIO_P25;PRICE_RATIO_P50;PRICE_RATIO_P75;PRICE_RATIO_MIN;PRICE_RATIO_MAX;PRICE_RATIO_RANGE;PRICE_MODE;CONFIDENCE_TIER;MANUAL_REVIEW_REASON
10714;10714;Подбор мокапа со стоков 2 решения;Подбор мокапа со стоков 2 решения;Дизайн;catalog;Y;Мокапы;Дизайн;250;0.06;0;0;;216;172;823.5;500;200;200;500;1;3;5.625;0.4;0.4;1;0.4;1.18;0.78;manual;low;high_price_variance
6456;6456;Аппликация накатка на монтажную пленку 1 кв.м Цех;Аппликация накатка на монтажную пленку 1 кв.м Цех;Цех;catalog;Y;Аппликация;Самоклейка;375;0.11;18;18;0.1|0.15|0.2|0.25|0.3|0.35|0.4|0.45;211;207;206.02;750;450;525;600;1;1;1;0.6;0.7;0.8;0.504;1.1;0.596;manual;low;high_price_variance
7982;7982;Баннер печать интерьерный 440гр 5-10 кв.м;Баннер печать интерьерный 440гр 5-10 кв.м;Сольвент;catalog;Y;Печать;Баннер;450;0.07;12;12;4|5|6|8.75|9|10;210;200;1126.28;855;400;448;588;4;5.325;6.7375;0.4678;0.524;0.6877;0.3977;1;0.6023;manual;low;high_price_variance
4322;4322;А3 Печать 4+0 от 601 шт 1-3 дня Печатная;А3 Печать 4+0 от 601 шт 1-3 дня Печатная;Печатная;catalog;Y;Печать;А3;11.14;0.01;2;2;1000|2000;200;43;24446;26.52;27.66;29.01;33.74;42;70;140;1.043;1.0939;1.2722;0.4525;1.5011;1.0486;manual;low;high_price_variance
8158;8158;Баннер на билборд 4х3 монтаж 12 кв.м;Баннер на билборд 4х3 монтаж 12 кв.м;Монтажники;catalog;Y;Щит;Баннер;1300;0.1;0;0;;200;200;307.68;1690;1040;1300;1690;1;1;2;0.6154;0.7692;1;0.5207;1;0.4793;guided;medium;requires_context_lookup
6292;6292;Винил/Баннер интерьерная печать 3-10 кв.м;Винил/Баннер интерьерная печать 3-10 кв.м;Сольвент;catalog;Y;Сольвент;Самоклейка;550;0.07;14;14;4|4.1|8|8.2|10;194;189;959.33;880;512;560.5;731;3.5;4.4;6.1775;0.5818;0.6369;0.8307;0.4434;1.05;0.6066;manual;low;high_price_variance
6446;6446;Аппликация прорезка 5-10 мп Печатная;Аппликация прорезка 5-10 мп Печатная;Печатная;catalog;Y;Аппликация;Самоклейка;10;0.09;24;24;5.5|6|7|8|8.5|9|9.1|10;187;171;1724.92;28;16;19.6;28;6.15;8.35;10;0.5714;0.7;1;0.3714;1.25;0.8786;manual;low;high_price_variance
13616;13616;Почасовая работа с дизайнером - криэйтором 1 час;Почасовая работа с дизайнером - криэйтором 1 час;Дизайн;catalog;Y;Почасовая работа;Дизайн;1500;0.06;1;1;1;186;176;390.4;3000;2000;2000;2000;1;1;2;0.6667;0.6667;0.6667;0.6667;1.05;0.3833;guided;medium;requires_context_lookup
4338;4338;А3 Ламинация глянцевая 25мкр от 601 шт Печатная;А3 Ламинация глянцевая 25мкр от 601 шт Печатная;Печатная;catalog;Y;Ламинация;А3;9.61;0.01;0;0;;186;30;19830;17.64;17.64;17.64;17.64;42;70;140;1;1;1;0.7171;1.1803;0.4632;guided;medium;requires_context_lookup
11342;11342;Выезд Каспийск, 1Махачкала, Семендер 20 км 0,4 ч Цех;Выезд Каспийск, 1Махачкала, Семендер 20 км 0,4 ч Цех;Цех;catalog;Y;Выезды;;1200;0.05;0;0;;184;174;233.18;1500;1000;1000;1000;1;1;1;0.6667;0.6667;0.6667;0.3333;1.05;0.7167;manual;low;high_price_variance
11500;11500;Баннер на билборд 4х3 печать 12 кв.м;Баннер на билборд 4х3 печать 12 кв.м;Сольвент;catalog;Y;Билборд;Баннер;1800;0.1;0;0;;183;182;286.56;2340;2340;2340;2762.5;1;1;2;1;1;1.1805;0.8615;1.4359;0.5744;manual;low;high_price_variance
5258;5258;Визитки Печать 4+4 1-3 дня 240 Печатная;Визитки Печать 4+4 1-3 дня 240 Печатная;Печатная;catalog;Y;Лазерная печать;Визитки;1.45;0.05;10;10;240;183;179;45266;5.25;4.4;5.25;5.33;240;240;240;0.8381;1;1.0152;0.4762;95.2381;94.7619;manual;low;high_price_variance
10398;10398;Доработка мокапа простая 1 решение;Доработка мокапа простая 1 решение;Дизайн;catalog;Y;Мокапы;Дизайн;500;0.06;0;0;;176;141;795.5;1000;400;400;500;2;3;6;0.4;0.4;0.5;0.4;0.5;0.1;auto;high;
8058;8058;Баннер люверсовка более 50 шт Цех;Баннер люверсовка более 50 шт Цех;Цех;catalog;Y;Обработка;Баннер;10;0.03;25;25;50|60|80|90|120|150|180|200;175;164;28997.5;20;20;20;22;89;131;220;1;1;1.1;0.595;1.2;0.605;manual;low;high_price_variance
4514;4514;А4 Печать 4+4 5-40 шт Печатная;А4 Печать 4+4 5-40 шт Печатная;Печатная;catalog;Y;Печать;А4;15.65;0.07;38;38;10|20|30|40|60|80;168;163;2903;53.04;29.59;43.52;53.04;7;15;20;0.5579;0.8205;1;0.2206;1.3742;1.1536;manual;low;high_price_variance
7902;7902;НЕВИЯ А4 бум. 250 гр. 1 шт Печатная;НЕВИЯ А4 бум. 250 гр. 1 шт Печатная;Печатная;catalog;Y;Бумага;А4;5.9;0.04;38;38;20|50|60|100|200|300|500|1000;164;162;6622;8.8;9.51;12.4;15.4975;5;10.5;25;1.0807;1.4091;1.7611;0.7;2.5455;1.8455;manual;low;high_price_variance
7290;7290;Макет визитки Простой 1 сторона;Макет визитки Простой 1 сторона;Дизайн;catalog;Y;Визитки;Полиграфия;500;0.06;3;3;1|2;160;158;274.18;1000;500;500;800;1;1;2;0.5;0.5;0.8;0.5;1.05;0.55;manual;low;high_price_variance
10854;10854;Автоматическая контурная прорезка любой формы на листе 30х45 более 100 мп Печатная;Автоматическая контурная прорезка любой формы на листе 30х45 более 100 мп Печатная;Печатная;catalog;Y;Автоматическая резка;Стикеры;1.7;0.03;12;12;110|130|160|188|190|220|236|251;154;147;34811.69;10;9;10;10.5;100;159.2;307.25;0.9;1;1.05;0.48;2.4;1.92;manual;low;high_price_variance
7904;7904;НЕВИЯ А4 бум. 300 гр. 1 шт Печатная;НЕВИЯ А4 бум. 300 гр. 1 шт Печатная;Печатная;catalog;Y;Бумага;А4;10.45;0.04;3;3;20|30|40;153;152;4744.2;15.6;14.8;15.6;22.82;5;15;40;0.9487;1;1.4628;0.3205;1.8846;1.5641;manual;low;high_price_variance
11370;11370;Выезд на монтаж 2 монтажника Цех;Выезд на монтаж 2 монтажника Цех;Цех;catalog;Y;Выезды;;1000;0.05;0;0;;148;143;163.21;2000;1500;1500;2000;1;1;1;0.75;0.75;1;0.675;1.05;0.375;guided;medium;requires_context_lookup
manual:дизайн;0;дизайн;дизайн;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;148;147;157.75;;500;1000;1559;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
4512;4512;А4 Печать 4+0 2-4 шт Печатная;А4 Печать 4+0 2-4 шт Печатная;Печатная;catalog;Y;Печать;А4;10.08;0.09;0;0;;145;140;500.5;39.78;22.19;28.045;39.78;1;2;4;0.5578;0.705;1;0.2182;1.6966;1.4784;manual;low;high_price_variance
12346;12346;Брендирование транспорта Простое 1 оригинал-макет;Брендирование транспорта Простое 1 оригинал-макет;Дизайн;catalog;Y;Транспорт;Дизайн;2500;0.06;5;5;1;143;59;104.6;5000;5000;5000;5000;0.3;0.6;1;1;1;1;0.5;1.05;0.55;manual;low;high_price_variance
10446;10446;Снегурочка А4 80 гр. 1 шт Печатная;Снегурочка А4 80 гр. 1 шт Печатная;Печатная;catalog;Y;Бумага;А4;0.75;0.04;24;24;100|300|500|900|1000|1500|2500|3000;139;136;27392.14;1.12;0.84;1.12;1.176;8;38;150;0.75;1;1.05;0.6429;2.6786;2.0357;manual;low;high_price_variance
4302;4302;А3 Печать 4+0 2-20 шт 1-3 дня Печатная;А3 Печать 4+0 2-20 шт 1-3 дня Печатная;Печатная;catalog;Y;Печать;А3;15.65;0.07;7;7;6|20;138;132;1156;53.04;29.59;43.165;53.04;4;6;10.75;0.5579;0.8138;1;0.279;1.3122;1.0332;manual;low;high_price_variance
7900;7900;НЕВИЯ А4 бум. 200 гр. 1 шт Печатная;НЕВИЯ А4 бум. 200 гр. 1 шт Печатная;Печатная;catalog;Y;Бумага;А4;4.82;0.04;7;7;20|30|40|50|60|100|200;136;111;21367;7.2;7.08;8.74;12.85;10;74;250;0.9833;1.2139;1.7847;0.5556;6.9444;6.3888;manual;low;high_price_variance
4300;4300;А3 Печать 4+4 2-20 шт 1-3 дня Печатная;А3 Печать 4+4 2-20 шт 1-3 дня Печатная;Печатная;catalog;Y;Печать;А3;31.29;0.07;18;18;6|10|15|19|20;124;119;1264;106.08;49.91;87.04;106.08;5;8;16.5;0.4705;0.8205;1;0.3087;1.3742;1.0655;manual;low;high_price_variance
7300;7300;Макет листовки Простой 1 сторона;Макет листовки Простой 1 сторона;Дизайн;catalog;Y;Листовки;Полиграфия;750;0.06;2;2;1|2;120;117;157.7;1500;1000;1000;1000;1;1;1.5;0.6667;0.6667;0.6667;0.2667;1.05;0.7833;manual;low;high_price_variance
9134;9134;Ламинация с накаткой для стандартной печати холодная глянцевая 1 кв.м;Ламинация с накаткой для стандартной печати холодная глянцевая 1 кв.м;Сольвент;catalog;Y;Сольвент;Самоклейка;250;0.11;19;19;1;120;119;124.4;450;472.5;600;700;1;1;1;1.05;1.3333;1.5556;0.8889;2.3333;1.4444;manual;low;high_price_variance
6468;6468;Аппликация ровной поверхности монтаж 1 кв.м Цех;Аппликация ровной поверхности монтаж 1 кв.м Цех;Цех;catalog;Y;Аппликация;Самоклейка;675;0.11;29;29;1|1.28;114;108;111.88;1350;900;1050;1200;1;1;1;0.6667;0.7778;0.8889;0.5333;1.2222;0.6889;manual;low;high_price_variance
7292;7292;Макет визитки Средней сложности 1 сторона;Макет визитки Средней сложности 1 сторона;Дизайн;catalog;Y;Визитки;Полиграфия;1000;0.06;6;6;1|2;114;111;150.76;2000;1000;1000;1000;1;1;1.5;0.5;0.5;0.5;0.4;2;1.6;manual;low;high_price_variance
21978;21978;Аудиомонтаж Простой 1 час;Аудиомонтаж Простой 1 час;Дизайн;catalog;Y;Аудиомонтаж;СММ;1000;0.05;1;1;1;112;92;650.9;2000;1000;1500;2000;2;6;8;0.5;0.75;1;0.5;1.05;0.55;manual;low;high_price_variance
7976;7976;Баннер печать ширка литой более 50 кв.м;Баннер печать ширка литой более 50 кв.м;Сольвент;catalog;Y;Печать;Баннер;300;0.03;1;1;60;111;101;8018.25;390;364;364;390;30;60;90;0.9333;0.9333;1;0.7308;1.2308;0.5;guided;medium;requires_context_lookup
11502;11502;Баннер на световой билборд 4х3 с прошивкой печать 12 кв.м;Баннер на световой билборд 4х3 с прошивкой печать 12 кв.м;Сольвент;catalog;Y;Билборд;Баннер;2500;0.1;0;0;;110;110;141.12;3250;3250;3250;3705;1;1;2;1;1;1.14;0.8271;1.2492;0.4221;guided;medium;requires_context_lookup
8160;8160;Баннер на билборд 4х3 световой монтаж 12 кв.м;Баннер на билборд 4х3 световой монтаж 12 кв.м;Монтажники;catalog;Y;Щит;Баннер;4000;0.1;0;0;;110;110;141.75;5200;3500;3900;3900;1;1;2;0.6731;0.75;0.75;0.5288;1;0.4712;guided;medium;requires_context_lookup
10848;10848;Автоматическая контурная прорезка любой формы на листе 30х45 10-30 мп Печатная;Автоматическая контурная прорезка любой формы на листе 30х45 10-30 мп Печатная;Печатная;catalog;Y;Автоматическая резка;Стикеры;2.21;0.07;0;0;;109;106;2196.54;13;12;13;19.6;14;19;24;0.9231;1;1.5077;0.7385;2.3077;1.5692;manual;low;high_price_variance
5266;5266;Визитки Печать 4+4 1-3 дня 500 Печатная;Визитки Печать 4+4 1-3 дня 500 Печатная;Печатная;catalog;Y;Лазерная печать;Визитки;1.3;0.03;11;11;500;109;108;53107;4.38;2.94;3.78;4.38;500;500;500;0.6712;0.863;1;0.4612;1.2763;0.8151;manual;low;high_price_variance
6444;6444;Аппликация прорезка 1-5 мп Печатная;Аппликация прорезка 1-5 мп Печатная;Печатная;catalog;Y;Аппликация;Самоклейка;10;0.11;20;20;1|1.5|2|2.1|2.4|2.5|2.6|2.9;108;105;721.57;30;19.2;21;30;2.475;4;5;0.64;0.7;1;0.3733;2.2333;1.86;manual;low;high_price_variance
6324;6324;Оклейка ровной поверхности пленкой 1 кв.м Цех;Оклейка ровной поверхности пленкой 1 кв.м Цех;Цех;catalog;Y;Оклейка;Самоклейка;525;0.11;2;2;1;107;101;121.02;1050;700;900;900;1;1;1;0.6667;0.8571;0.8571;0.5333;1.05;0.5167;manual;low;high_price_variance
8788;8788;Стабилизатор 1 кВт 1 шт Цех;Стабилизатор 1 кВт 1 шт Цех;Цех;catalog;Y;Стабилизатор 1 кВт;Электрика;2805;0.1;28;28;1;106;106;108.75;5511;3900;5170;5511;1;1;1;0.7077;0.9381;1;0.4627;1.05;0.5873;manual;low;high_price_variance
7978;7978;Баннер печать интерьерный 440гр 1 кв.м;Баннер печать интерьерный 440гр 1 кв.м;Сольвент;catalog;Y;Печать;Баннер;450;0.11;1;1;1;105;96;307.88;1125;500;560;840;1;1;1.775;0.4444;0.4978;0.7467;0.3294;1.05;0.7206;manual;low;high_price_variance
4520;4520;А4 Печать 4+0 41-120 шт Печатная;А4 Печать 4+0 41-120 шт Печатная;Печатная;catalog;Y;Печать;А4;7.37;0.05;47;47;50|60|100|200;104;102;7213;23.87;15.26;22.95;24.9;48;55.5;100;0.6393;0.9615;1.0432;0.2325;2;1.7675;manual;low;high_price_variance
5352;5352;НЕВИЯ бум. визитки 300 гр. 1 шт Печатная;НЕВИЯ бум. визитки 300 гр. 1 шт Печатная;Печатная;catalog;Y;Бумага;Визитки;0.87;0.04;0;0;;99;99;42057;1.3;1.23;1.3;1.87;240;240;500;0.9462;1;1.4385;0.5923;2.3692;1.7769;manual;low;high_price_variance
6278;6278;Винил стандартная печать 1-3 кв.м;Винил стандартная печать 1-3 кв.м;Сольвент;catalog;Y;Сольвент;Самоклейка;380;0.09;6;6;1.6|2;99;95;179.45;646;510;595;646;1.2;1.65;2.3222;0.7895;0.9211;1;0.6152;1.05;0.4348;guided;medium;requires_context_lookup
21972;21972;Видеомонтаж Простой 1 час;Видеомонтаж Простой 1 час;Дизайн;catalog;Y;Видеомонтаж;СММ;1000;0.05;1;1;1;96;91;617;2000;1000;1000;2000;2;7;9;0.5;0.5;1;0.5;1;0.5;guided;medium;requires_context_lookup
6454;6454;Аппликация прорезка более 100 мп Печатная;Аппликация прорезка более 100 мп Печатная;Печатная;catalog;Y;Аппликация;Самоклейка;10;0.03;47;47;140|150|180|200|210|250|270|300;96;60;17288;20;8.8;13.2;15.4;72;112;197.5;0.44;0.66;0.77;0.36;1.2;0.84;manual;low;high_price_variance
7256;7256;Печать самоклеящейся бумаги без резки лист 30х45 1 шт Печатная;Печать самоклеящейся бумаги без резки лист 30х45 1 шт Печатная;Печатная;catalog;Y;Печать;Стикеры;42.86;0.13;0;0;;93;89;280.9;104.2;85.08;104.84;105.62;1;1;2;0.8165;1.0061;1.0136;0.5408;1.3813;0.8405;manual;low;high_price_variance
4518;4518;А4 Печать 4+4 41-120 шт Печатная;А4 Печать 4+4 41-120 шт Печатная;Печатная;catalog;Y;Печать;А4;14.75;0.05;35;35;40|50|60|70|80|90|100|120;91;88;5091;47.74;40.62;47.74;48.16;12.5;50;87;0.8509;1;1.0088;0.2614;1.6022;1.3408;manual;low;high_price_variance
7260;7260;Печать самоклеящейся бумаги без резки лист 30х45 21-60 шт Печатная;Печать самоклеящейся бумаги без резки лист 30х45 21-60 шт Печатная;Печатная;catalog;Y;Печать;Стикеры;42.86;0.09;28;28;20|21|22|25|29|30|32|34;91;87;2990.4;81.22;62.57;81.62;82.23;25;32;41;0.7704;1.0049;1.0124;0.45;1.4379;0.9879;manual;low;high_price_variance
12356;12356;Макет таблички Простая 1 оригинал-макет;Макет таблички Простая 1 оригинал-макет;Дизайн;catalog;Y;Таблички;Дизайн;250;0.06;4;4;1;88;86;143.22;500;500;500;500;1;1;1.425;1;1;1;0.6;1.05;0.45;guided;medium;requires_context_lookup
11364;11364;Выезд на замеры средний Цех;Выезд на замеры средний Цех;Цех;catalog;Y;Выезды;;1000;0.05;0;0;;87;87;100.33;2000;1000;1000;1000;1;1;1;0.5;0.5;0.5;0.5;1.05;0.55;manual;low;high_price_variance
7354;7354;Адаптация макета для нового носителя за 1 макет;Адаптация макета для нового носителя за 1 макет;Дизайн;catalog;Y;Дизайн;;500;0.06;0;0;;87;82;156.43;1000;1000;1000;1000;1;1;2;1;1;1;0.25;1.05;0.8;manual;low;high_price_variance
4630;4630;Хайкот А4 бум. 180 гр. 1 шт Печатная;Хайкот А4 бум. 180 гр. 1 шт Печатная;Печатная;catalog;Y;Бумага;А4;2.25;0.04;61;61;5|10|15|20|30|40|50|60;85;76;10547;3.36;2.28;3;3.36;10;50;150;0.6786;0.8929;1;0.6369;1.6369;1;manual;low;high_price_variance
7846;7846;НЕВИЯ А3 бум. 300 гр. 1 шт Печатная;НЕВИЯ А3 бум. 300 гр. 1 шт Печатная;Печатная;catalog;Y;Бумага;А3;20.9;0.04;16;16;6|15|20|30|40|60;85;77;1222;31.2;29.6;31.2;45.64;2.75;10;20;0.9487;1;1.4628;0.5897;1.8843;1.2946;manual;low;high_price_variance
8024;8024;Баннер проклейка более 50 мп Цех;Баннер проклейка более 50 мп Цех;Цех;catalog;Y;Обработка;Баннер;70;0.03;0;0;;85;77;5223.9;91;65;70;70;31;64;75;0.7143;0.7692;0.7692;0.6044;1;0.3956;guided;medium;requires_context_lookup
13806;13806;Резка листового материала прямая ручная до 5 мп Цех;Резка листового материала прямая ручная до 5 мп Цех;Цех;catalog;Y;Резка;Листовые;12;0.11;42;42;2|3|3.2|3.4|3.5|4|4.3|4.6;82;80;318.49;24;24;24;24;2;3.2;5;1;1;1;0.9333;1.3333;0.4;guided;medium;requires_context_lookup
21954;21954;Мобильная съемка Простая 1 час;Мобильная съемка Простая 1 час;Дизайн;catalog;Y;Мобильная съемка;СММ;1000;0.05;1;1;1;81;81;541;2000;2000;2000;2000;4;7;9;1;1;1;1;1;0;auto;high;
5260;5260;Визитки Печать 4+0 1-3 дня 240 Печатная;Визитки Печать 4+0 1-3 дня 240 Печатная;Печатная;catalog;Y;Лазерная печать;Визитки;0.79;0.05;0;0;;81;77;19449;3.04;1.94;2.65;3.04;240;240;240;0.6382;0.8717;1;0.4474;1.227;0.7796;manual;low;high_price_variance
6328;6328;Оклейка ровной поверхности пленкой 3-10 кв.м Цех;Оклейка ровной поверхности пленкой 3-10 кв.м Цех;Цех;catalog;Y;Оклейка;Самоклейка;455;0.07;4;4;4.8|9.6|10;81;73;391.64;910;520;586;780;3.5;4.45;6.5;0.5714;0.644;0.8571;0.5275;1.05;0.5225;manual;low;high_price_variance
8048;8048;Баннер шнуровка более 50 мп Цех;Баннер шнуровка более 50 мп Цех;Цех;catalog;Y;Обработка;Баннер;30;0.03;0;0;;81;74;3632.17;39;28;39;39;26;42;53;0.7179;1;1;0.5385;1.2708;0.7323;manual;low;high_price_variance
8452;8452;Акрил3 молочный до 1 кв.м;Акрил3 молочный до 1 кв.м;Цех;catalog;Y;Акрил молочный 3;Листовые;2415;0.11;194;188;0.04|0.06|0.08|0.09|0.1|0.12|0.13|0.15;81;77;42.39;4347;3641.67;3978;5175;0.28;0.5;0.765;0.8377;0.9151;1.1905;0.7039;1.2;0.4961;guided;medium;requires_context_lookup
4306;4306;А3 Печать 4+0 21-60 шт 1-3 дня Печатная;А3 Печать 4+0 21-60 шт 1-3 дня Печатная;Печатная;catalog;Y;Печать;А3;14.75;0.05;8;8;40|60;80;79;3481;47.74;26.63;46.82;47.74;27.25;38.5;50;0.5578;0.9808;1;0.2323;1.3052;1.0729;manual;low;high_price_variance
6450;6450;Аппликация прорезка 30-50 мп Печатная;Аппликация прорезка 30-50 мп Печатная;Печатная;catalog;Y;Аппликация;Самоклейка;10;0.05;28;28;27|31|35|45|50;79;79;3164.83;24;11.6;16.8;24;32.265;38;47;0.4834;0.7;1;0.3667;1.1667;0.8;manual;low;high_price_variance
7274;7274;Ручная резка стикеров на гильотине только квадратные и прямоугольные 11-50 мп Печатная;Ручная резка стикеров на гильотине только квадратные и прямоугольные 11-50 мп Печатная;Печатная;catalog;Y;Ручная резка;Стикеры;0.54;0.09;1;1;35;79;77;2772.4;3.2;3;3.2;3.2;18.15;29.35;50;0.9375;1;1;0.9375;2.5;1.5625;manual;low;high_price_variance
12834;12834;Хайкот бум. визитки 270 гр. 1 шт Печатная;Хайкот бум. визитки 270 гр. 1 шт Печатная;Печатная;catalog;Y;Бумага;Визитки;0.29;0.04;1;1;240;78;77;44625;0.43;0.3;0.43;0.59;240;500;500;0.6977;1;1.3721;0.6977;1.7442;1.0465;manual;low;high_price_variance
7984;7984;Баннер печать интерьерный 440гр 10-20 кв.м;Баннер печать интерьерный 440гр 10-20 кв.м;Сольвент;catalog;Y;Печать;Баннер;450;0.05;14;14;12|15|18|20;78;73;1007.61;765;400;453.5;476;7.2625;12;15.1125;0.5229;0.5928;0.6222;0.4183;1.05;0.6317;manual;low;high_price_variance
9844;9844;Композит матовый до 1 кв.м;Композит матовый до 1 кв.м;Цех;catalog;Y;Композит;Титульные вывески;2035;0.11;41;41;0.08|0.1|0.15|0.16|0.2|0.21|0.27|0.3;78;77;51999.12;3663;2400;3000;3400;0.13;0.36;1.1;0.6552;0.819;0.9282;0;1.1302;1.1302;manual;low;high_price_variance
10852;10852;Автоматическая контурная прорезка любой формы на листе 30х45 50-100 мп Печатная;Автоматическая контурная прорезка любой формы на листе 30х45 50-100 мп Печатная;Печатная;catalog;Y;Автоматическая резка;Стикеры;1.87;0.04;4;4;65|66|80|95;76;66;5844;11;10;11;15.4;55.369;72;89;0.9091;1;1.4;0.7636;3.4545;2.6909;manual;low;high_price_variance
6326;6326;Оклейка ровной поверхности пленкой 1-3 кв.м Цех;Оклейка ровной поверхности пленкой 1-3 кв.м Цех;Цех;catalog;Y;Оклейка;Самоклейка;490;0.09;3;3;1.6|3;76;71;151.32;980;560;840;840;1.3375;1.9;2.5325;0.5714;0.8571;0.8571;0.2653;1.05;0.7847;manual;low;high_price_variance
8610;8610;Оракал 641 цветная 1-3 кв.м;Оракал 641 цветная 1-3 кв.м;Цех;catalog;Y;Оракал 641 цветная;Пленки;400;0.09;45;45;0.07|1.04|1.05|1.1|1.13|1.2|1.28|1.35;76;74;135.1;680;612;697;731;1.2;1.6;2.075;0.9;1.025;1.075;0.625;1.35;0.725;manual;low;high_price_variance
12728;12728;Макет баннер рекламного Простой 1 решение;Макет баннер рекламного Простой 1 решение;Дизайн;catalog;Y;Баннеры;Дизайн;1500;0.06;8;8;1;75;73;100.46;3000;2000;2000;2000;1;1;1.2875;0.6667;0.6667;0.6667;0.5;1.05;0.55;manual;low;high_price_variance
12826;12826;Хайкот А4 бум. 270 гр. 1 шт Печатная;Хайкот А4 бум. 270 гр. 1 шт Печатная;Печатная;catalog;Y;Бумага;А4;3.43;0.04;18;18;50|100|200|300|500|1000|2000|5000;75;75;2814;5.12;3.54;5.12;7.08;5;13;30;0.6914;1;1.3828;0.6914;1.6309;0.9395;manual;low;high_price_variance
4310;4310;А3 Печать 4+0 61-200 шт 1-3 дня Печатная;А3 Печать 4+0 61-200 шт 1-3 дня Печатная;Печатная;catalog;Y;Печать;А3;13.84;0.04;14;14;100|200;75;73;7221;42.43;28.34;42.43;44.405;66.5;99;128;0.6679;1;1.0465;0.4037;1.3997;0.996;manual;low;high_price_variance
5270;5270;Визитки Печать 4+4 1-3 дня 1000 Печатная;Визитки Печать 4+4 1-3 дня 1000 Печатная;Печатная;catalog;Y;Лазерная печать;Визитки;1.19;0.02;11;11;1000;75;75;70805;3.74;2.325;3.34;3.74;1000;1000;1000;0.6217;0.893;1;0.4278;1.2888;0.861;manual;low;high_price_variance
6294;6294;Винил/Баннер интерьерная печать 10-20 кв.м;Винил/Баннер интерьерная печать 10-20 кв.м;Сольвент;catalog;Y;Сольвент;Самоклейка;550;0.05;12;12;12|18|20;75;71;865.02;825;512;525;560;8.45;12.55;15.175;0.6206;0.6364;0.6788;0.4909;1.05;0.5591;manual;low;high_price_variance
7844;7844;НЕВИЯ А3 бум. 250 гр. 1 шт Печатная;НЕВИЯ А3 бум. 250 гр. 1 шт Печатная;Печатная;catalog;Y;Бумага;А3;11.79;0.04;7;7;6|100|300|500;75;73;890;17.6;16;24.54;24.8;4;6;20;0.9091;1.3943;1.4091;0.7955;5.6818;4.8863;manual;low;high_price_variance
16252;16252;Махачкала Имама Шамиля 39А Парамакс Сторона Б 42.96398, 47.49956;Махачкала Имама Шамиля 39А Парамакс Сторона Б 42.96398, 47.49956;РИК;catalog;Y;Экран;Махачкала;44000;0.2;0;0;;72;61;72.33;60000;50000;50000;60000;1;1;1.1;0.8333;0.8333;1;0.8333;1;0.1667;guided;medium;requires_context_lookup
4706;4706;А5 Печать 4+4 8-80 шт Печатная;А5 Печать 4+4 8-80 шт Печатная;Печатная;catalog;Y;Печать;А5;7.82;0.07;12;12;20|40|60|80;72;66;2251;26.52;19.9;26.52;27.85;16.75;25;42.5;0.7504;1;1.0502;0.319;1.8854;1.5664;manual;low;high_price_variance
7488;7488;Оклейка бочины букв пленкой простые 11-50 мп Цех;Оклейка бочины букв пленкой простые 11-50 мп Цех;Цех;catalog;Y;Оклейка;Буквы;203;0.07;126;126;10.6|10.8|10.9|11.1|11.14|11.5|11.7|11.8;72;59;1168.22;442;314.4;352.3;379.5;8;13;21.55;0.7113;0.7971;0.8586;0.5096;4.5249;4.0153;manual;low;high_price_variance
7728;7728;Свет для буквы лента 11-30 мп Цех;Свет для буквы лента 11-30 мп Цех;Цех;catalog;Y;Свет;Буквы;315.56;0.07;46;46;10.4|10.5|10.6|11.1|11.2|11.3|11.35|11.6;72;58;990.26;646.89;615.11;646.89;714;8.05;13;17;0.9509;1;1.1037;0.8445;1.1518;0.3073;guided;medium;requires_context_lookup
manual:работа с дизайнером;0;работа с дизайнером;работа с дизайнером;__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;72;71;103.41;;1000;1000;1500;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
13782;13782;Резка винила ручная до 5 мп Цех;Резка винила ручная до 5 мп Цех;Цех;catalog;Y;Резка;Пленки;7.5;0.11;0;0;;71;67;459.64;15;15;15;15;2.395;3.2;6.1;1;1;1;0.9333;1.3333;0.4;guided;medium;requires_context_lookup
13786;13786;Резка винила ручная 10-30 мп Цех;Резка винила ручная 10-30 мп Цех;Цех;catalog;Y;Резка;Пленки;6.5;0.07;0;0;;71;71;1525.68;13;13;13;13;13;18;25;1;1;1;0.8462;1.3462;0.5;guided;medium;requires_context_lookup
4510;4510;А4 Печать 4+4 2-4 шт Печатная;А4 Печать 4+4 2-4 шт Печатная;Печатная;catalog;Y;Печать;А4;20.16;0.09;0;0;;71;70;231;79.56;46.42;79.56;79.56;2;2;4;0.5835;1;1;0.2789;1.62;1.3411;manual;low;high_price_variance
