TEMPLATE_BUNDLE_KEY;TEMPLATE_PRODUCT_COUNT;TEMPLATE_DEAL_COUNT;EXACT_ORDER_MATCH_COUNT;CONTAINED_ORDER_MATCH_COUNT;MATCH_RATE_PER_TEMPLATE_DEAL;SAMPLE_TEMPLATE_TITLE;SAMPLE_ORDER_TITLE
4628|5754;2;1;0;3;3;Буклет А4 2 Бига эконом 105 гр/м2;МК-0200
4308|7842;2;1;0;3;3;Листовка А3 стандарт 200 гр/м2 двусторонняя;ЗМ-00340
4310|7838;2;1;0;3;3;Листовка А3 стандарт 120 гр/м2 односторонняя;АЛ-0071
4314|7842;2;1;0;3;3;Листовка А3 стандарт 200 гр/м2 односторонняя;АА 0206 Брошюры Кадар
4718|4802;2;1;0;3;3;Листовка А5 стандарт 250 гр/м2 двусторонняя;АЛ-1088
4710|4820;2;1;0;3;3;Листовка А5 эконом 105 гр/м2 двусторонняя;МА-0046
4714|4820;2;2;0;3;1.5;Листовка А5 эконом 105 гр/м2 двусторонняя;БББ 0615 А флаер + листовка
4716|4822;2;4;1;3;0.75;Листовка А5 эконом 270 гр/м2 односторонняя;АЛ-0613
4720|4802;2;1;0;3;3;Листовка А5 стандарт 250 гр/м2 односторонняя;АЛ-0904
4712|4820;2;1;2;3;3;Листовка А5 эконом 105 гр/м2 односторонняя;МА-0166
8202|8206;2;4;1;3;0.75;Визитки на бумаге с бархатистой поверхностью, синего цвета. Фольгирование.;РРР-0009
10836|7258;2;3;0;3;1;Бумажные самоклеящиеся квадратные стикеры 4х4 см;0538
10840|7264;2;9;0;3;0.3333;Круговая бумажная этикетка 80х260 мм;РРР-0027
11104|4720;2;2;0;3;1.5;Бланк А5 цветной;АЛ-0904
10668|9002;2;2;1;3;1.5;Холст композиция 35х100 см лакированный галерейная натяжка;ГМ-0142
10664|9000;2;4;2;3;0.75;Холст композиция 20х30 см лакированный галерейная натяжка;МК-0041
10672|9000;2;1;1;3;3;Холст 80х100 см лакированный галерейная натяжка;ГМ-0075
10672|9002;2;2;1;3;1.5;Холст 80х120 см лакированный галерейная натяжка;РРР-0043
10674|9002;2;1;1;3;3;Холст 90х150 см лакированный галерейная натяжка;0582
13538;1;1;0;3;3;Стик с сахаром;гм-0447
13520;1;1;0;3;3;Крафт пакет;КООП фирменный стиль
10858;1;1;1;3;3;Информационный плакат;АД-012
7322;1;1;0;3;3;Брошюра страница;МА-0236
12404;1;1;0;3;3;Кружка;АЛ-0597
12272;1;1;0;3;3;Флаг;РРР-0058
7942;1;1;0;3;3;Печать на баннере 240 гр/м2;БББ 0626(А)
12368;1;1;1;3;3;Титульная вывеска;ГМ-0033
13672;1;1;0;3;3;Дизайн внутренней страницы многостраничного меню;БББ 0615 меню
12426;1;1;1;3;3;Дизайн-макет вывески с визуализацией;Умар Пульс Брендинг
19066;1;2;1;3;1.5;Бейдж пластиковый с окошком на магните;юд-0208
19070;1;2;0;3;1.5;Бейдж пластиковый с окошком на магните;АЛ-1140
5854;1;1;0;3;3;Календарь настенный квартальный;Календари Роспотребнадзор
10416;1;1;0;3;3;Отрисовка ручная с доработкой эскиза логотипа;МА-0133
6290|6326|9136;3;1;0;3;3;Оклейка транспорта самоклейка с ламинацией ровная поверхность;ЮД-0109
13948;1;1;0;3;3;Ручка  с логотипом (Navi);ИД0359
13936;1;1;0;3;3;Ручка с логотипом (Recycled);ИД0063 ЭЛЛКО Блокноты
11312|7980|9480;3;1;1;3;3;Ролл-ап стенд 150х200 см;АЛ-0919
16282;1;1;1;3;3;Флаер Офсет 115 гр/м2;юд-0460 тезис
15634;1;1;0;3;3;Листовка А5 Офсет 115 гр/м2;ИД0396
15636;1;1;0;3;3;Листовка А5 Офсет 115 гр/м2;ЗМ-00704
17704;1;1;2;3;3;"Этикетка ""Прямоугольник"" 100х70 мм";ЮД-0046
4322|7842;2;2;0;3;1.5;Листовка А3 стандарт 200 гр/м2 односторонняя;юд-0478
19248;1;3;0;3;1;Метод нанесения: тиснение бесцветное;АА 0082 Ручки Ежедн
11104|4708|4802|6098;4;1;0;3;3;Блокнот А5 без клетки 30 листов на металлической пружине;АЛ-0904
5088|5192;2;1;1;3;3;Флаер эконом 105 гр/м2 односторонний;АЛ-0159
5084|5194;2;1;0;3;3;Флаер эконом 180 гр/м2 односторонний;МК-0240
5078|5174;2;1;0;3;3;Флаер стандарт 250 гр/м2 двухсторонний;АЛ-0498
14358;1;1;0;3;3;Стойка для оплаты акриловая с золотом с гравировкой 15х20 см;ГМ-0234
21246;1;2;0;3;1.5;Объемный стикер со смолой 3х3 см квадрат;фентези бейджи
21452;1;1;0;3;3;Мудборд;РД-0101  лого тулуза
21464;1;1;0;3;3;Подбор шрифта для логотипа;МН--0061--АйнаPARIЛоготип
21466;1;1;0;3;3;Подбор шрифта для логотипа;РД-0101  лого тулуза
11192;1;1;0;3;3;Дизайн иконки;СГ0006
21982;1;1;0;3;3;Аудиомонтаж;АВР - 0080 Видео съемка подкаста (Азиз- Риад)
21984;1;1;1;3;3;Саунд дизайн;ИГ-0055
22194;1;1;0;3;3;Табличка из царапанного пластика с гравировкой 30х20 см;ЗМ- 00056  Табличка из царапанного пластика с гравировкой 30х20 см
22426;1;1;0;3;3;Рендеринг интерьер;АД-104
22286;1;5;0;3;0.6;Стикер виниловый 4 см сольвентная печать;ИД0639
22288;1;7;1;3;0.4286;Стикер виниловый 4 см сольвентная печать;ААХ 0118  стикеры
13806|6288|6816|9796;4;2;1;3;1.5;Полиграфическая табличка из ПВХ 30х15 см;ЗМ-00072
7488|7512|7726|7792|8394|8454;6;44;0;2;0.0455;"Световая вывеска ""ГАСТРОНОМ""";0368
5274|5372;2;1;0;2;2;Визитки эконом. Оперативная полиграфия.;РРР-0050
5258|5298|5372;3;1;0;2;2;Визитки с ламинацией 75 мкр. Оперативная полиграфия.;МК-0214
5078|5182;2;1;1;2;2;Флаер глянец 150 гр/м2 двухсторонний;ГГ-0032
5078|5184;2;1;0;2;2;Флаер глянец 170 гр/м2 двухсторонний;МАМ-0214
5086|5184;2;1;0;2;2;Флаер глянец 170 гр/м2 двухсторонний;АЛ-0289
5078|5186;2;1;0;2;2;Флаер глянец 200 гр/м2 двухсторонний;АЛ-0740
5086|5186;2;1;0;2;2;Флаер глянец 200 гр/м2 двухсторонний;АЛ-0760
4628|8196;2;2;0;2;1;Буклет А4 2 Бига эконом 105 гр/м2;БББ-0949
4630|5754;2;1;1;2;2;Буклет А4 2 Бига эконом 180гр/м2;АЛ-0623
4308|7840;2;1;0;2;2;Листовка А3 стандарт 160 гр/м2 двусторонняя;БББ 0615 меню
4308|7862;2;1;0;2;2;Листовка А3 эконом 105 гр/м2 двусторонняя;БББ 0615 меню
4316|7862;2;1;0;2;2;Листовка А3 эконом 105 гр/м2 двусторонняя;0326
4316|7864;2;1;0;2;2;Листовка А3 эконом 180 гр/м2 двусторонняя;МА-0750
4308|7866;2;1;0;2;2;Листовка А3 эконом 270 гр/м2 двусторонняя;ДЗ-0102
4310|7844;2;1;0;2;2;Листовка А3 стандарт 250 гр/м2 односторонняя;ИД0411
4718|4820;2;1;0;2;2;Листовка А5 эконом 105 гр/м2 двусторонняя;ГМ-0146
5258|5414;2;1;1;2;2;"Визитки на бумаге ""Белое золото"". Оперативная полиграфия.";АЛ-0060
4712|4796;2;1;0;2;2;Листовка А5 стандарт 120 гр/м2 односторонняя;ААХ 0076 А5 печать
4716|4800;2;2;1;2;1;Листовка А5 стандарт 200 гр/м2 односторонняя;МА-0014
4720|4822;2;2;1;2;1;Листовка А5 эконом 180 гр/м2 односторонняя;АЛ-0495
5266|5396;2;1;0;2;2;"Визитки на бумаге ""Белый мрамор"". Оперативная полиграфия.";АЛ-0522
5078|5176;2;1;0;2;2;Евроменю 100х210 мм DNS;АЛ-0252
4306|6760|6778|7866;4;1;0;2;2;Папка А4 объемная;АЛ-0191
4310|6762|6778|7866;4;1;2;2;2;Папка А4 объемная;ЗМ-00579Папка А4 объемная
11448|11472|11486|6632|7982;5;1;0;2;2;Пресс-волл 300х200 см;пресс-волл на хром трубках для МОСНЕЙРО
13588;1;1;0;2;2;Палочки для еды;ДА-0043
12306;1;1;0;2;2;Шаблон бейджа;БББ-1056
12292;1;1;0;2;2;Бейсболка;ДЗ-0004
12314;1;1;0;2;2;Пакет;МН$РаджабовКлиникКомплекс
12274;1;1;0;2;2;Флаг;РРР-0058
12286;1;1;0;2;2;Футболка;ДА-62 Брендбук Wknd остаток сделки
12418;1;1;0;2;2;Штендер;МАМ-0325
10840|7266;2;1;0;2;2;Прямоугольная бумажная этикетка 100х250 мм;АЛ-0608
4724|4820;2;1;1;2;2;Листовка А5 эконом 105 гр/м2 односторонняя;РГ-0051
6310;1;1;1;2;2;Самоклейка перфорированная;АЛ-0511
9014;1;1;0;2;2;Холст без лака;РРР-0030
12374;1;1;0;2;2;Лайт-бокс;ГМ-0421 (КОРОБА)
12376;1;1;0;2;2;Лайт-бокс;ГМ-0424 (дизайн лайтбокса)
13656;1;1;0;2;2;Дизайн одностраничного меню.;АА 0210 Меню Юждаг
5900;1;1;2;2;2;Книга А5 100 стр. ЧБ мягкий переплет;Книга А5 - ИИЖ
8986;1;1;1;2;2;Плакат глянцевый (м²);0374
8988;1;1;0;2;2;Плакат глянцевый (м²);ИД0089
13824;1;2;0;2;1;Пластиковая карта матовая;АЛ-1033
13828;1;2;0;2;1;Пластиковая карта матовая;АЛ-0970
9608;1;1;0;2;2;Монтаж таблички на двухсторонний скотч;0305
9610;1;1;0;2;2;Монтаж таблички на двухсторонний скотч;БББ-0913
10412;1;1;0;2;2;Отрисовка ручная эскиза логотипа;СГ0018
6298|6334|9144;3;1;0;2;2;Оклейка транспорта самоклейка с ламинацией ровная поверхность;МА-0704
6298|6334;2;1;0;2;2;Оклейка транспорта самоклейка без ламинации ровная поверхность;МА-0704
6288|6504|9134;3;1;0;2;2;Оклейка транспорта самоклейка с ламинацией рельефная поверхность;МА-0839
6296|6512|9142;3;1;0;2;2;Оклейка транспорта самоклейка с ламинацией рельефная поверхность;МА-1096
6296|6512;2;1;0;2;2;Оклейка транспорта самоклейка без ламинации рельефная поверхность;МА-1096
11316|7982|9464;3;1;0;2;2;Ролл-ап стенд 100х200 см;АЛ-1250
5426;1;1;0;2;2;Визитки эконом. Офсет.;АЛ-0859
16284;1;1;0;2;2;Флаер Офсет 115 гр/м2;БББ-1787
5246;1;2;2;2;1;Флаер Офсет 150 гр/м2;БББ 0009
17830;1;1;0;2;2;Листовка А6 Офсет 80 гр/м2 односторонняя;Сделка #ИД0003
17838;1;1;0;2;2;Листовка А6 Офсет 80 гр/м2 двухсторонняя;РД-000001 Винил
15654;1;1;1;2;2;Листовка А6 Офсет 115 гр/м2;АЛ-0988
15638;1;1;0;2;2;Листовка А5 Офсет 150 гр/м2;ИД0800
15622;1;1;0;2;2;Листовка А4 Офсет 150 гр/м2;БББ-0813
17692;1;1;0;2;2;"Этикетка ""Прямоугольник"" 90х50 мм";ИД-0002
17700;1;1;0;2;2;"Этикетка ""Прямоугольник"" 90х50 мм";МХ0040 Патимат этикетки
17718;1;1;2;2;2;"Этикетка ""Круг"" 58х58 мм";АЛ-1076
17722;1;1;1;2;2;"Этикетка ""Круг"" 58х58 мм";ГМ-0488
17734;1;1;1;2;2;"Этикетка ""Круг"" 89х89 мм";ИД0285
5760;1;1;0;2;2;Буклет А4 2 Бига Офсет 115 гр/м2;МА-0004
15768;1;1;0;2;2;Буклет А4 2 Бига Офсет 115 гр/м2;АЛ-1153
17866;1;1;1;2;2;Дорхенгер скругленный верх Офсет 94х204 мм бумага 170 гр/м2 двухсторонняя;ИД0131
17870;1;1;1;2;2;Дорхенгер скругленный верх Офсет 94х204 мм бумага 170 гр/м2 двухсторонняя;ЗМ-0025
4710|4800;2;1;0;2;2;Листовка А5 стандарт 200 гр/м2 двусторонняя;юд-0347
4304|4454;2;2;0;2;1;Меню А3 одностраничное Крафт;ЮД-0034
19004;1;1;1;2;2;Бейдж акриловый с уф-печатью 8,5х5,5 см;юд-0253
19032|19056|4890|5008;4;1;0;2;2;Бейдж карман на шнурке  106х88 мм;ЗМ- 00184   Бейдж карман на шнурке  106х88 мм
19152;1;2;0;2;1;Ежедневник недатированный А5 «Megapolis Flex»;АА 0119 Ежедневники
14912;1;1;0;2;2;Метод нанесения: фольгирование;МАМ-0036
7484|7724|7812|8452|9820;5;2;0;2;1;Объемная буква световая стандартная+RGB лента;МАМ-0227
